instant,date,season,year,month,hour,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,total_count,bln,musim,cuaca
4646,2011-07-17,3,0,7,11,0,0,Weekend,1,0.76,0.697,0.55,0.2836,147,244,391,Jul,Fall,Clear
4647,2011-07-17,3,0,7,12,0,0,Weekend,1,0.76,0.697,0.55,0.2836,177,243,420,Jul,Fall,Clear
4648,2011-07-17,3,0,7,13,0,0,Weekend,1,0.8,0.7424,0.49,0.2985,200,272,472,Jul,Fall,Clear
4649,2011-07-17,3,0,7,14,0,0,Weekend,1,0.8,0.7424,0.49,0.3582,168,262,430,Jul,Fall,Clear
4650,2011-07-17,3,0,7,15,0,0,Weekend,1,0.82,0.7424,0.43,0.2985,129,195,324,Jul,Fall,Clear
4651,2011-07-17,3,0,7,16,0,0,Weekend,1,0.8,0.7273,0.46,0.2985,129,188,317,Jul,Fall,Clear
4652,2011-07-17,3,0,7,17,0,0,Weekend,1,0.8,0.7424,0.49,0.3881,133,236,369,Jul,Fall,Clear
4653,2011-07-17,3,0,7,18,0,0,Weekend,1,0.8,0.7273,0.46,0.2985,147,243,390,Jul,Fall,Clear
4654,2011-07-17,3,0,7,19,0,0,Weekend,1,0.76,0.697,0.55,0.2836,145,234,379,Jul,Fall,Clear
4655,2011-07-17,3,0,7,20,0,0,Weekend,1,0.76,0.7121,0.58,0.2537,85,177,262,Jul,Fall,Clear
4656,2011-07-17,3,0,7,21,0,0,Weekend,1,0.74,0.6818,0.62,0.2239,59,148,207,Jul,Fall,Clear
4657,2011-07-17,3,0,7,22,0,0,Weekend,1,0.72,0.6818,0.66,0.2239,65,116,181,Jul,Fall,Clear
4658,2011-07-17,3,0,7,23,0,0,Weekend,1,0.7,0.6667,0.74,0.1343,39,54,93,Jul,Fall,Clear
4659,2011-07-18,3,0,7,0,0,1,Weekday,1,0.7,0.6667,0.74,0.1343,21,30,51,Jul,Fall,Clear
4660,2011-07-18,3,0,7,1,0,1,Weekday,1,0.7,0.6667,0.74,0.2239,17,8,25,Jul,Fall,Clear
4661,2011-07-18,3,0,7,2,0,1,Weekday,1,0.66,0.6061,0.83,0.2239,2,8,10,Jul,Fall,Clear
4662,2011-07-18,3,0,7,3,0,1,Weekday,1,0.66,0.6061,0.78,0.194,3,4,7,Jul,Fall,Clear
4663,2011-07-18,3,0,7,4,0,1,Weekday,1,0.64,0.5909,0.78,0.1642,1,3,4,Jul,Fall,Clear
4664,2011-07-18,3,0,7,5,0,1,Weekday,1,0.64,0.5909,0.78,0.1045,2,15,17,Jul,Fall,Clear
4665,2011-07-18,3,0,7,6,0,1,Weekday,1,0.64,0.5758,0.83,0.1045,10,95,105,Jul,Fall,Clear
4666,2011-07-18,3,0,7,7,0,1,Weekday,1,0.68,0.6364,0.74,0.2239,22,255,277,Jul,Fall,Clear
4667,2011-07-18,3,0,7,8,0,1,Weekday,1,0.7,0.6515,0.7,0.194,18,329,347,Jul,Fall,Clear
4668,2011-07-18,3,0,7,9,0,1,Weekday,1,0.74,0.697,0.67,0.2239,33,170,203,Jul,Fall,Clear
4669,2011-07-18,3,0,7,10,0,1,Weekday,1,0.76,0.7121,0.62,0.194,52,78,130,Jul,Fall,Clear
4670,2011-07-18,3,0,7,11,0,1,Weekday,1,0.8,0.7576,0.55,0.0896,42,99,141,Jul,Fall,Clear
4671,2011-07-18,3,0,7,12,0,1,Weekday,1,0.8,0.7727,0.59,0.194,39,126,165,Jul,Fall,Clear
4672,2011-07-18,3,0,7,13,0,1,Weekday,1,0.82,0.7879,0.56,0.2537,27,125,152,Jul,Fall,Clear
4673,2011-07-18,3,0,7,14,0,1,Weekday,1,0.82,0.7879,0.56,0.3284,32,106,138,Jul,Fall,Clear
4674,2011-07-18,3,0,7,15,0,1,Weekday,1,0.84,0.803,0.53,0.3284,53,111,164,Jul,Fall,Clear
4675,2011-07-18,3,0,7,16,0,1,Weekday,1,0.84,0.803,0.53,0.2836,45,220,265,Jul,Fall,Clear
4676,2011-07-18,3,0,7,17,0,1,Weekday,1,0.84,0.7879,0.49,0.3284,72,473,545,Jul,Fall,Clear
4677,2011-07-18,3,0,7,18,0,1,Weekday,1,0.82,0.7727,0.49,0.3582,80,478,558,Jul,Fall,Clear
4678,2011-07-18,3,0,7,19,0,1,Weekday,1,0.8,0.7576,0.55,0.2239,63,335,398,Jul,Fall,Clear
4679,2011-07-18,3,0,7,20,0,1,Weekday,1,0.78,0.7424,0.59,0.2239,91,232,323,Jul,Fall,Clear
4680,2011-07-18,3,0,7,21,0,1,Weekday,1,0.74,0.697,0.66,0.194,48,154,202,Jul,Fall,Clear
4681,2011-07-18,3,0,7,22,0,1,Weekday,1,0.76,0.7273,0.66,0.2239,36,104,140,Jul,Fall,Clear
4682,2011-07-18,3,0,7,23,0,1,Weekday,1,0.74,0.697,0.66,0.1642,32,59,91,Jul,Fall,Clear
4683,2011-07-19,3,0,7,0,0,2,Weekday,1,0.74,0.697,0.66,0.1045,25,26,51,Jul,Fall,Clear
4684,2011-07-19,3,0,7,1,0,2,Weekday,2,0.74,0.697,0.66,0.1343,7,6,13,Jul,Fall,Cloudy
4685,2011-07-19,3,0,7,2,0,2,Weekday,1,0.72,0.6818,0.7,0.1642,9,4,13,Jul,Fall,Clear
4686,2011-07-19,3,0,7,3,0,2,Weekday,1,0.72,0.6818,0.7,0.1642,2,1,3,Jul,Fall,Clear
4687,2011-07-19,3,0,7,4,0,2,Weekday,1,0.72,0.6818,0.7,0.1343,1,4,5,Jul,Fall,Clear
4688,2011-07-19,3,0,7,5,0,2,Weekday,2,0.7,0.6667,0.74,0.1045,0,19,19,Jul,Fall,Cloudy
4689,2011-07-19,3,0,7,6,0,2,Weekday,2,0.72,0.697,0.74,0.1045,8,126,134,Jul,Fall,Cloudy
4690,2011-07-19,3,0,7,7,0,2,Weekday,2,0.74,0.697,0.7,0.1642,28,287,315,Jul,Fall,Cloudy
4691,2011-07-19,3,0,7,8,0,2,Weekday,2,0.76,0.7273,0.7,0.1642,31,381,412,Jul,Fall,Cloudy
4692,2011-07-19,3,0,7,9,0,2,Weekday,2,0.8,0.7879,0.63,0.1343,22,177,199,Jul,Fall,Cloudy
4693,2011-07-19,3,0,7,10,0,2,Weekday,2,0.82,0.7879,0.56,0.1642,29,112,141,Jul,Fall,Cloudy
4694,2011-07-19,3,0,7,11,0,2,Weekday,1,0.82,0.803,0.59,0.0,29,98,127,Jul,Fall,Clear
4695,2011-07-19,3,0,7,12,0,2,Weekday,1,0.84,0.8182,0.56,0.0896,26,127,153,Jul,Fall,Clear
4696,2011-07-19,3,0,7,13,0,2,Weekday,1,0.86,0.8333,0.53,0.1045,33,139,172,Jul,Fall,Clear
4697,2011-07-19,3,0,7,14,0,2,Weekday,1,0.86,0.8182,0.5,0.194,41,111,152,Jul,Fall,Clear
4698,2011-07-19,3,0,7,15,0,2,Weekday,1,0.88,0.8182,0.44,0.194,48,110,158,Jul,Fall,Clear
4699,2011-07-19,3,0,7,16,0,2,Weekday,1,0.9,0.8485,0.42,0.2985,61,216,277,Jul,Fall,Clear
4700,2011-07-19,3,0,7,17,0,2,Weekday,1,0.8,0.803,0.66,0.0,68,445,513,Jul,Fall,Clear
4701,2011-07-19,3,0,7,18,0,2,Weekday,1,0.8,0.803,0.66,0.1343,80,450,530,Jul,Fall,Clear
4702,2011-07-19,3,0,7,19,0,2,Weekday,1,0.76,0.7424,0.75,0.194,54,334,388,Jul,Fall,Clear
4703,2011-07-19,3,0,7,20,0,2,Weekday,1,0.74,0.7273,0.74,0.0896,48,229,277,Jul,Fall,Clear
4704,2011-07-19,3,0,7,21,0,2,Weekday,1,0.74,0.7121,0.74,0.1343,47,194,241,Jul,Fall,Clear
4705,2011-07-19,3,0,7,22,0,2,Weekday,1,0.74,0.7121,0.74,0.0,36,120,156,Jul,Fall,Clear
4706,2011-07-19,3,0,7,23,0,2,Weekday,3,0.72,0.697,0.79,0.1642,19,73,92,Jul,Fall,Light Snow
4707,2011-07-20,3,0,7,0,0,3,Weekday,1,0.7,0.6667,0.84,0.1045,11,29,40,Jul,Fall,Clear
4708,2011-07-20,3,0,7,1,0,3,Weekday,1,0.7,0.6667,0.84,0.0,4,7,11,Jul,Fall,Clear
4709,2011-07-20,3,0,7,2,0,3,Weekday,1,0.7,0.6667,0.84,0.0,2,7,9,Jul,Fall,Clear
4710,2011-07-20,3,0,7,3,0,3,Weekday,1,0.7,0.6667,0.84,0.1045,2,4,6,Jul,Fall,Clear
4711,2011-07-20,3,0,7,4,0,3,Weekday,1,0.68,0.6364,0.83,0.0,0,4,4,Jul,Fall,Clear
4712,2011-07-20,3,0,7,5,0,3,Weekday,1,0.68,0.6364,0.83,0.1045,4,19,23,Jul,Fall,Clear
4713,2011-07-20,3,0,7,6,0,3,Weekday,2,0.68,0.6364,0.89,0.1045,5,111,116,Jul,Fall,Cloudy
4714,2011-07-20,3,0,7,7,0,3,Weekday,2,0.7,0.6667,0.84,0.1045,27,276,303,Jul,Fall,Cloudy
4715,2011-07-20,3,0,7,8,0,3,Weekday,1,0.74,0.7121,0.74,0.0,34,404,438,Jul,Fall,Clear
4716,2011-07-20,3,0,7,9,0,3,Weekday,1,0.74,0.697,0.7,0.0896,28,181,209,Jul,Fall,Clear
4717,2011-07-20,3,0,7,10,0,3,Weekday,1,0.76,0.7273,0.7,0.0,34,76,110,Jul,Fall,Clear
4718,2011-07-20,3,0,7,11,0,3,Weekday,1,0.8,0.7879,0.63,0.0896,26,116,142,Jul,Fall,Clear
4719,2011-07-20,3,0,7,12,0,3,Weekday,1,0.82,0.803,0.59,0.0,28,121,149,Jul,Fall,Clear
4720,2011-07-20,3,0,7,13,0,3,Weekday,1,0.84,0.8182,0.56,0.194,23,97,120,Jul,Fall,Clear
4721,2011-07-20,3,0,7,14,0,3,Weekday,1,0.86,0.8333,0.53,0.2239,44,83,127,Jul,Fall,Clear
4722,2011-07-20,3,0,7,15,0,3,Weekday,1,0.86,0.8182,0.5,0.1642,36,102,138,Jul,Fall,Clear
4723,2011-07-20,3,0,7,16,0,3,Weekday,1,0.84,0.8182,0.56,0.0,30,204,234,Jul,Fall,Clear
4724,2011-07-20,3,0,7,17,0,3,Weekday,1,0.84,0.8333,0.59,0.194,50,405,455,Jul,Fall,Clear
4725,2011-07-20,3,0,7,18,0,3,Weekday,1,0.84,0.8333,0.59,0.2239,68,429,497,Jul,Fall,Clear
4726,2011-07-20,3,0,7,19,0,3,Weekday,1,0.82,0.8485,0.67,0.1642,59,323,382,Jul,Fall,Clear
4727,2011-07-20,3,0,7,20,0,3,Weekday,1,0.8,0.8333,0.75,0.2239,45,264,309,Jul,Fall,Clear
4728,2011-07-20,3,0,7,21,0,3,Weekday,1,0.8,0.803,0.66,0.1642,33,209,242,Jul,Fall,Clear
4729,2011-07-20,3,0,7,22,0,3,Weekday,1,0.78,0.7727,0.7,0.2239,25,144,169,Jul,Fall,Clear
4730,2011-07-20,3,0,7,23,0,3,Weekday,1,0.76,0.7424,0.75,0.2537,26,73,99,Jul,Fall,Clear
4731,2011-07-21,3,0,7,0,0,4,Weekday,2,0.76,0.7424,0.75,0.194,13,29,42,Jul,Fall,Cloudy
4732,2011-07-21,3,0,7,1,0,4,Weekday,2,0.74,0.7273,0.84,0.2239,5,16,21,Jul,Fall,Cloudy
4733,2011-07-21,3,0,7,2,0,4,Weekday,2,0.74,0.7273,0.84,0.2239,2,4,6,Jul,Fall,Cloudy
4734,2011-07-21,3,0,7,3,0,4,Weekday,2,0.74,0.7121,0.79,0.1343,1,5,6,Jul,Fall,Cloudy
4735,2011-07-21,3,0,7,4,0,4,Weekday,2,0.72,0.7121,0.84,0.1045,0,4,4,Jul,Fall,Cloudy
4736,2011-07-21,3,0,7,5,0,4,Weekday,2,0.72,0.7121,0.84,0.1045,2,16,18,Jul,Fall,Cloudy
4737,2011-07-21,3,0,7,6,0,4,Weekday,2,0.72,0.7121,0.84,0.1045,6,111,117,Jul,Fall,Cloudy
4738,2011-07-21,3,0,7,7,0,4,Weekday,2,0.74,0.7273,0.84,0.1343,23,251,274,Jul,Fall,Cloudy
4739,2011-07-21,3,0,7,8,0,4,Weekday,2,0.76,0.7576,0.79,0.1642,23,358,381,Jul,Fall,Cloudy
4740,2011-07-21,3,0,7,9,0,4,Weekday,2,0.8,0.8182,0.75,0.2537,34,166,200,Jul,Fall,Cloudy
4741,2011-07-21,3,0,7,10,0,4,Weekday,2,0.82,0.8636,0.71,0.2239,31,47,78,Jul,Fall,Cloudy
4742,2011-07-21,3,0,7,11,0,4,Weekday,2,0.86,0.8939,0.63,0.2985,27,79,106,Jul,Fall,Cloudy
4743,2011-07-21,3,0,7,12,0,4,Weekday,1,0.88,0.8939,0.56,0.3284,29,106,135,Jul,Fall,Clear
4744,2011-07-21,3,0,7,13,0,4,Weekday,1,0.88,0.8939,0.56,0.2985,21,81,102,Jul,Fall,Clear
4745,2011-07-21,3,0,7,14,0,4,Weekday,1,0.9,0.8939,0.5,0.3582,50,97,147,Jul,Fall,Clear
4746,2011-07-21,3,0,7,15,0,4,Weekday,1,0.9,0.9242,0.53,0.2537,40,93,133,Jul,Fall,Clear
4747,2011-07-21,3,0,7,16,0,4,Weekday,1,0.92,0.9242,0.48,0.2836,43,167,210,Jul,Fall,Clear
4748,2011-07-21,3,0,7,17,0,4,Weekday,1,0.92,0.9091,0.45,0.2985,40,374,414,Jul,Fall,Clear
4749,2011-07-21,3,0,7,18,0,4,Weekday,1,0.9,0.8939,0.5,0.2836,39,343,382,Jul,Fall,Clear
4750,2011-07-21,3,0,7,19,0,4,Weekday,1,0.86,0.9242,0.67,0.2836,51,233,284,Jul,Fall,Clear
4751,2011-07-21,3,0,7,20,0,4,Weekday,1,0.84,0.8939,0.71,0.2239,38,199,237,Jul,Fall,Clear
4752,2011-07-21,3,0,7,21,0,4,Weekday,1,0.82,0.8939,0.75,0.2239,38,187,225,Jul,Fall,Clear
4753,2011-07-21,3,0,7,22,0,4,Weekday,1,0.82,0.8636,0.71,0.1642,36,113,149,Jul,Fall,Clear
4754,2011-07-21,3,0,7,23,0,4,Weekday,1,0.8,0.8182,0.71,0.1642,40,73,113,Jul,Fall,Clear
4755,2011-07-22,3,0,7,0,0,5,Weekday,1,0.82,0.8333,0.63,0.1343,9,51,60,Jul,Fall,Clear
4756,2011-07-22,3,0,7,1,0,5,Weekday,1,0.8,0.7879,0.63,0.0,7,17,24,Jul,Fall,Clear
4757,2011-07-22,3,0,7,2,0,5,Weekday,1,0.78,0.803,0.79,0.1343,0,14,14,Jul,Fall,Clear
4758,2011-07-22,3,0,7,3,0,5,Weekday,1,0.78,0.7879,0.75,0.1045,1,6,7,Jul,Fall,Clear
4759,2011-07-22,3,0,7,4,0,5,Weekday,1,0.76,0.7424,0.75,0.1045,8,5,13,Jul,Fall,Clear
4760,2011-07-22,3,0,7,5,0,5,Weekday,1,0.74,0.7121,0.79,0.1045,2,17,19,Jul,Fall,Clear
4761,2011-07-22,3,0,7,6,0,5,Weekday,1,0.76,0.7424,0.75,0.0896,13,83,96,Jul,Fall,Clear
4762,2011-07-22,3,0,7,7,0,5,Weekday,2,0.8,0.803,0.66,0.1045,20,232,252,Jul,Fall,Cloudy
4763,2011-07-22,3,0,7,8,0,5,Weekday,2,0.84,0.8485,0.63,0.1642,30,292,322,Jul,Fall,Cloudy
4764,2011-07-22,3,0,7,9,0,5,Weekday,1,0.86,0.8939,0.63,0.0896,31,177,208,Jul,Fall,Clear
4765,2011-07-22,3,0,7,10,0,5,Weekday,1,0.9,0.9242,0.53,0.0896,32,83,115,Jul,Fall,Clear
4766,2011-07-22,3,0,7,11,0,5,Weekday,1,0.9,0.8939,0.5,0.1045,23,86,109,Jul,Fall,Clear
4767,2011-07-22,3,0,7,12,0,5,Weekday,1,0.94,0.9545,0.48,0.1642,20,95,115,Jul,Fall,Clear
4768,2011-07-22,3,0,7,13,0,5,Weekday,1,0.94,0.9848,0.51,0.1642,25,98,123,Jul,Fall,Clear
4769,2011-07-22,3,0,7,14,0,5,Weekday,1,0.96,1.0,0.48,0.2985,24,77,101,Jul,Fall,Clear
4770,2011-07-22,3,0,7,15,0,5,Weekday,1,0.94,0.9848,0.51,0.2985,32,101,133,Jul,Fall,Clear
4771,2011-07-22,3,0,7,16,0,5,Weekday,3,0.9,0.8333,0.39,0.2985,29,153,182,Jul,Fall,Light Snow
4772,2011-07-22,3,0,7,17,0,5,Weekday,1,0.88,0.8485,0.47,0.1045,35,271,306,Jul,Fall,Clear
4773,2011-07-22,3,0,7,18,0,5,Weekday,1,0.9,0.8182,0.37,0.1642,34,250,284,Jul,Fall,Clear
4774,2011-07-22,3,0,7,19,0,5,Weekday,2,0.86,0.7879,0.41,0.1045,40,210,250,Jul,Fall,Cloudy
4775,2011-07-22,3,0,7,20,0,5,Weekday,1,0.84,0.8182,0.56,0.0,46,166,212,Jul,Fall,Clear
4776,2011-07-22,3,0,7,21,0,5,Weekday,1,0.82,0.803,0.59,0.0896,38,152,190,Jul,Fall,Clear
4777,2011-07-22,3,0,7,22,0,5,Weekday,2,0.84,0.7879,0.49,0.0896,44,105,149,Jul,Fall,Cloudy
4778,2011-07-22,3,0,7,23,0,5,Weekday,1,0.8,0.7879,0.63,0.194,19,84,103,Jul,Fall,Clear
4779,2011-07-23,3,0,7,0,0,6,Weekend,1,0.82,0.7879,0.56,0.0,16,85,101,Jul,Fall,Clear
4780,2011-07-23,3,0,7,1,0,6,Weekend,1,0.82,0.7727,0.52,0.1045,13,57,70,Jul,Fall,Clear
4781,2011-07-23,3,0,7,2,0,6,Weekend,1,0.82,0.7727,0.52,0.0,13,48,61,Jul,Fall,Clear
4782,2011-07-23,3,0,7,3,0,6,Weekend,1,0.78,0.7576,0.66,0.0896,6,16,22,Jul,Fall,Clear
4783,2011-07-23,3,0,7,4,0,6,Weekend,1,0.76,0.7273,0.66,0.1045,5,4,9,Jul,Fall,Clear
4784,2011-07-23,3,0,7,5,0,6,Weekend,1,0.76,0.7121,0.62,0.1343,1,6,7,Jul,Fall,Clear
4785,2011-07-23,3,0,7,6,0,6,Weekend,1,0.8,0.7424,0.52,0.1343,6,19,25,Jul,Fall,Clear
4786,2011-07-23,3,0,7,7,0,6,Weekend,1,0.8,0.7424,0.52,0.1045,7,38,45,Jul,Fall,Clear
4787,2011-07-23,3,0,7,8,0,6,Weekend,1,0.84,0.7879,0.49,0.2537,24,85,109,Jul,Fall,Clear
4788,2011-07-23,3,0,7,9,0,6,Weekend,1,0.84,0.7879,0.49,0.1642,30,102,132,Jul,Fall,Clear
4789,2011-07-23,3,0,7,10,0,6,Weekend,1,0.86,0.7879,0.41,0.2239,61,137,198,Jul,Fall,Clear
4790,2011-07-23,3,0,7,11,0,6,Weekend,1,0.9,0.8182,0.37,0.194,62,154,216,Jul,Fall,Clear
4791,2011-07-23,3,0,7,12,0,6,Weekend,1,0.92,0.8636,0.37,0.1045,71,164,235,Jul,Fall,Clear
4792,2011-07-23,3,0,7,13,0,6,Weekend,1,0.94,0.8788,0.38,0.1642,78,167,245,Jul,Fall,Clear
4793,2011-07-23,3,0,7,14,0,6,Weekend,1,0.92,0.8939,0.42,0.0,84,152,236,Jul,Fall,Clear
4794,2011-07-23,3,0,7,15,0,6,Weekend,1,0.94,0.8788,0.38,0.0,78,137,215,Jul,Fall,Clear
4795,2011-07-23,3,0,7,16,0,6,Weekend,1,0.94,0.8788,0.38,0.1343,70,151,221,Jul,Fall,Clear
4796,2011-07-23,3,0,7,17,0,6,Weekend,1,0.94,0.8788,0.38,0.1343,70,127,197,Jul,Fall,Clear
4797,2011-07-23,3,0,7,18,0,6,Weekend,1,0.92,0.8788,0.4,0.2239,62,134,196,Jul,Fall,Clear
4798,2011-07-23,3,0,7,19,0,6,Weekend,2,0.82,0.803,0.59,0.1343,80,137,217,Jul,Fall,Cloudy
4799,2011-07-23,3,0,7,20,0,6,Weekend,1,0.82,0.803,0.59,0.2239,47,98,145,Jul,Fall,Clear
4800,2011-07-23,3,0,7,21,0,6,Weekend,1,0.82,0.803,0.59,0.2239,39,115,154,Jul,Fall,Clear
4801,2011-07-23,3,0,7,22,0,6,Weekend,1,0.8,0.7727,0.59,0.194,37,88,125,Jul,Fall,Clear
4802,2011-07-23,3,0,7,23,0,6,Weekend,1,0.8,0.7727,0.59,0.1045,27,77,104,Jul,Fall,Clear
4803,2011-07-24,3,0,7,0,0,0,Weekend,1,0.8,0.7727,0.59,0.1045,42,77,119,Jul,Fall,Clear
4804,2011-07-24,3,0,7,1,0,0,Weekend,1,0.78,0.7576,0.66,0.1045,33,63,96,Jul,Fall,Clear
4805,2011-07-24,3,0,7,2,0,0,Weekend,1,0.8,0.7879,0.63,0.0896,12,48,60,Jul,Fall,Clear
4806,2011-07-24,3,0,7,3,0,0,Weekend,1,0.8,0.7879,0.63,0.0896,17,20,37,Jul,Fall,Clear
4807,2011-07-24,3,0,7,4,0,0,Weekend,1,0.78,0.7576,0.66,0.1045,1,5,6,Jul,Fall,Clear
4808,2011-07-24,3,0,7,5,0,0,Weekend,1,0.78,0.7576,0.66,0.0896,5,3,8,Jul,Fall,Clear
4809,2011-07-24,3,0,7,6,0,0,Weekend,2,0.8,0.7879,0.63,0.0896,9,13,22,Jul,Fall,Cloudy
4810,2011-07-24,3,0,7,7,0,0,Weekend,1,0.8,0.7727,0.59,0.1343,6,29,35,Jul,Fall,Clear
4811,2011-07-24,3,0,7,8,0,0,Weekend,1,0.82,0.7879,0.56,0.2836,22,82,104,Jul,Fall,Clear
4812,2011-07-24,3,0,7,9,0,0,Weekend,1,0.82,0.7879,0.56,0.3881,42,112,154,Jul,Fall,Clear
4813,2011-07-24,3,0,7,10,0,0,Weekend,1,0.86,0.8182,0.5,0.3284,61,165,226,Jul,Fall,Clear
4814,2011-07-24,3,0,7,11,0,0,Weekend,1,0.84,0.803,0.53,0.2537,74,169,243,Jul,Fall,Clear
4815,2011-07-24,3,0,7,12,0,0,Weekend,1,0.9,0.8636,0.45,0.1642,85,161,246,Jul,Fall,Clear
4816,2011-07-24,3,0,7,13,0,0,Weekend,1,0.86,0.803,0.47,0.2239,90,162,252,Jul,Fall,Clear
4817,2011-07-24,3,0,7,14,0,0,Weekend,1,0.86,0.8182,0.5,0.2836,79,204,283,Jul,Fall,Clear
4818,2011-07-24,3,0,7,15,0,0,Weekend,1,0.9,0.8485,0.42,0.2537,68,170,238,Jul,Fall,Clear
4819,2011-07-24,3,0,7,16,0,0,Weekend,1,0.9,0.8485,0.42,0.2537,62,187,249,Jul,Fall,Clear
4820,2011-07-24,3,0,7,17,0,0,Weekend,1,0.9,0.8333,0.39,0.1045,75,174,249,Jul,Fall,Clear
4821,2011-07-24,3,0,7,18,0,0,Weekend,1,0.88,0.8182,0.42,0.1642,67,176,243,Jul,Fall,Clear
4822,2011-07-24,3,0,7,19,0,0,Weekend,1,0.86,0.803,0.47,0.1642,70,170,240,Jul,Fall,Clear
4823,2011-07-24,3,0,7,20,0,0,Weekend,1,0.84,0.7879,0.49,0.1642,52,143,195,Jul,Fall,Clear
4824,2011-07-24,3,0,7,21,0,0,Weekend,1,0.8,0.7879,0.63,0.1343,42,111,153,Jul,Fall,Clear
4825,2011-07-24,3,0,7,22,0,0,Weekend,1,0.78,0.7576,0.66,0.0,23,75,98,Jul,Fall,Clear
4826,2011-07-24,3,0,7,23,0,0,Weekend,2,0.76,0.7273,0.7,0.0896,13,37,50,Jul,Fall,Cloudy
4827,2011-07-25,3,0,7,0,0,1,Weekday,2,0.76,0.7273,0.7,0.0,17,17,34,Jul,Fall,Cloudy
4828,2011-07-25,3,0,7,1,0,1,Weekday,2,0.76,0.7424,0.75,0.0896,4,8,12,Jul,Fall,Cloudy
4829,2011-07-25,3,0,7,2,0,1,Weekday,2,0.74,0.7121,0.79,0.0896,3,3,6,Jul,Fall,Cloudy
4830,2011-07-25,3,0,7,3,0,1,Weekday,1,0.74,0.7121,0.79,0.0,2,2,4,Jul,Fall,Clear
4831,2011-07-25,3,0,7,4,0,1,Weekday,1,0.72,0.7121,0.84,0.0896,0,6,6,Jul,Fall,Clear
4832,2011-07-25,3,0,7,5,0,1,Weekday,1,0.72,0.7121,0.84,0.0896,2,22,24,Jul,Fall,Clear
4833,2011-07-25,3,0,7,6,0,1,Weekday,2,0.72,0.7121,0.84,0.0896,7,100,107,Jul,Fall,Cloudy
4834,2011-07-25,3,0,7,7,0,1,Weekday,2,0.74,0.7121,0.79,0.0,20,257,277,Jul,Fall,Cloudy
4835,2011-07-25,3,0,7,8,0,1,Weekday,2,0.76,0.7424,0.75,0.0,34,353,387,Jul,Fall,Cloudy
4836,2011-07-25,3,0,7,9,0,1,Weekday,1,0.8,0.803,0.66,0.0,11,124,135,Jul,Fall,Clear
4837,2011-07-25,3,0,7,10,0,1,Weekday,1,0.82,0.803,0.59,0.0,30,54,84,Jul,Fall,Clear
4838,2011-07-25,3,0,7,11,0,1,Weekday,2,0.84,0.8333,0.59,0.194,24,83,107,Jul,Fall,Cloudy
4839,2011-07-25,3,0,7,12,0,1,Weekday,2,0.84,0.8333,0.59,0.194,17,50,67,Jul,Fall,Cloudy
4840,2011-07-25,3,0,7,13,0,1,Weekday,2,0.74,0.7121,0.74,0.1343,14,64,78,Jul,Fall,Cloudy
4841,2011-07-25,3,0,7,14,0,1,Weekday,2,0.72,0.697,0.79,0.194,28,62,90,Jul,Fall,Cloudy
4842,2011-07-25,3,0,7,15,0,1,Weekday,1,0.7,0.6667,0.84,0.3881,16,96,112,Jul,Fall,Clear
4843,2011-07-25,3,0,7,16,0,1,Weekday,1,0.7,0.6667,0.84,0.2239,37,161,198,Jul,Fall,Clear
4844,2011-07-25,3,0,7,17,0,1,Weekday,1,0.72,0.697,0.74,0.0,48,437,485,Jul,Fall,Clear
4845,2011-07-25,3,0,7,18,0,1,Weekday,1,0.74,0.7121,0.74,0.0896,60,473,533,Jul,Fall,Clear
4846,2011-07-25,3,0,7,19,0,1,Weekday,1,0.74,0.697,0.7,0.0896,62,324,386,Jul,Fall,Clear
4847,2011-07-25,3,0,7,20,0,1,Weekday,1,0.72,0.697,0.74,0.1343,55,247,302,Jul,Fall,Clear
4848,2011-07-25,3,0,7,21,0,1,Weekday,1,0.7,0.6667,0.84,0.0,41,153,194,Jul,Fall,Clear
4849,2011-07-25,3,0,7,22,0,1,Weekday,1,0.7,0.6667,0.84,0.0,13,112,125,Jul,Fall,Clear
4850,2011-07-25,3,0,7,23,0,1,Weekday,1,0.7,0.6667,0.84,0.0896,23,64,87,Jul,Fall,Clear
4851,2011-07-26,3,0,7,0,0,2,Weekday,1,0.7,0.6667,0.79,0.1045,8,20,28,Jul,Fall,Clear
4852,2011-07-26,3,0,7,1,0,2,Weekday,1,0.7,0.6667,0.79,0.1045,6,6,12,Jul,Fall,Clear
4853,2011-07-26,3,0,7,2,0,2,Weekday,1,0.68,0.6364,0.89,0.1045,1,6,7,Jul,Fall,Clear
4854,2011-07-26,3,0,7,3,0,2,Weekday,1,0.68,0.6364,0.89,0.1343,2,2,4,Jul,Fall,Clear
4855,2011-07-26,3,0,7,4,0,2,Weekday,1,0.68,0.6364,0.88,0.1642,0,6,6,Jul,Fall,Clear
4856,2011-07-26,3,0,7,5,0,2,Weekday,1,0.66,0.5909,0.89,0.0896,3,24,27,Jul,Fall,Clear
4857,2011-07-26,3,0,7,6,0,2,Weekday,1,0.68,0.6364,0.83,0.2239,2,108,110,Jul,Fall,Clear
4858,2011-07-26,3,0,7,7,0,2,Weekday,1,0.72,0.6818,0.66,0.2836,30,288,318,Jul,Fall,Clear
4859,2011-07-26,3,0,7,8,0,2,Weekday,1,0.74,0.6818,0.55,0.194,32,392,424,Jul,Fall,Clear
